name,code,hex,detail_block,accent_friends,trim_friends,url
"MISTY AQUA","PPG1147-3","#BCDBDB","PPG1147-3
Misty Aqua is a soft, muted, tropical turquoise aqua with an aquamarine undertone. It is a perfect paint color for a bedroom. Pair it with light creams and accent in soft neutrals.
Comparable to:
Freshwater     90GG 66/134
R: 188 G: 219 B: 219 LRV: 70
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/misty-aqua"
"VERIDIAN GREEN","PPG1142-3","#BCD7D4","PPG1142-3
Veridian Green is a soft, muted, teal aqua-green with a jewel undertone. It is a perfect paint color for a kitchen wall or kitchen cabinets. Pair it with soft creamy white trim and stainless steel.
R: 188 G: 215 B: 212 LRV: 64
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/veridian-green"
"COSMIC RAYS","PPG1148-3","#CADADA","PPG1148-3
Cosmic Rays is a soft, shaded, airy aqua with a baby blue undertone. It is a perfect paint color for a bedroom or bathroom. Pair it with soft, creamy white accents.
R: 202 G: 218 B: 218 LRV: 68
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","ALPACA WOOL (PPG14-19)","OATMEAL (PPG1023-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/cosmic-rays"
"MORNING BREEZE","PPG1136-3","#D5E3DE","PPG1136-3
Morning Breeze is a soft, neutral, seafoam aqua-green with a holly undertone. It is a perfect paint color for a bedroom or spa-like bathroom. Pair it with off-white trim and soft gray furnishings.
R: 213 G: 227 B: 222 LRV: 73
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/morning-breeze"
"CAVE PEARL","PPG1145-3","#D6E5E2","PPG1145-3
Cave Pearl is a soft, neutral, hazy aqua-green with a foggy undertone. It is a perfect paint color for a bathroom. Pair it with white trim and deep sage green.
R: 214 G: 229 B: 226 LRV: 76
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/cave-pearl"
"PRISTINE PETAL","PPG1034-3","#D5E1E0","PPG1034-3
Pristine Petal is a soft, neutral, airy aqua with a baby blue undertone. It is a perfect paint color to enliven the space of your choice. Pair it with violet accents to enliven the space of your choice.
R: 213 G: 225 B: 224 LRV: 73
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","ALPACA WOOL (PPG14-19)","OATMEAL (PPG1023-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/pristine-petal"
"JULEP GREEN","PPG1146-3","#C7DBD9","PPG1146-3
Julep Green is a soft, subdued, hazy aqua with a foggy undertone. It is a perfect paint color for a sunroom. Pair it with brushed gold accents and reclaimed wood.
R: 199 G: 219 B: 217 LRV: 68
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/julep-green"
"GREEN WAVE","PPG1141-2","#C3DCD5","PPG1141-2
Green Wave is a light, subdued, seafoam aqua-green with a holly undertone. It is a perfect paint color for a meditative bedroom. Pair it with light creams and soft neutral accents.
R: 195 G: 220 B: 213 LRV: 68
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/green-wave"
"CASSIOPEIA","PPG1141-3","#AED0C9","PPG1141-3
Cassiopeia is a soft, subdued, seafoam aqua-green with a holly undertone. It is a perfect paint color for a youthful Hawaiian theme. Pair it with touches of coral and pastel pinks for a youthful Hawaiian theme.
R: 174 G: 208 B: 201 LRV: 58
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/cassiopeia"
"SEA SPRITE","PPG1143-3","#B7CCC7","PPG1143-3
Sea Sprite is a soft, shaded, seafoam aqua-green with a holly undertone. It is a perfect paint color for a welcoming entryway. Pair it with white and accessorize in lighter wood tones.
R: 183 G: 204 B: 199 LRV: 57
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/sea-sprite"
"BABBLING BROOK","PPG1144-3","#BECFCD","PPG1144-3
Babbling Brook is a soft, shaded, hazy aqua-green with a foggy undertone. It is a perfect paint color for a living room. Pair it with soft, off-white trim to create peacefulness in this space.
R: 190 G: 207 B: 205 LRV: 63
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/babbling-brook"
"SKY DIVING","PPG1035-2","#C6D6D7","PPG1035-2
Sky Diving is a light, gray, airy aqua with a baby blue undertone. It is a perfect paint color for a bedroom, bath, kitchen or dining room. Pair it with white trim.
R: 198 G: 214 B: 215 LRV: 65
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","ALPACA WOOL (PPG14-19)","OATMEAL (PPG1023-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/sky-diving"
"BLUE LULLABY","PPG1143-2","#C8D7D2","PPG1143-2
Blue Lullaby is a light, shaded, seafoam aqua-green with a holly undertone. It is a perfect paint color for a bedroom. Pair it with soft creamy off-white trim or easy cherry wood.
R: 200 G: 215 B: 210 LRV: 65
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/blue-lullaby"
"THUNDER BAY","PPG1144-2","#CBD9D7","PPG1144-2
Thunder Bay is a light, shaded, hazy aqua-green with a foggy undertone. It is a perfect paint color for a kitchen. Pair it with deeper tone cabinets for an updated look.
R: 203 G: 217 B: 215 LRV: 70
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/thunder-bay"
"MORNING FOG","PPG1144-1","#D0DBD7","PPG1144-1
Morning Fog is a pale, shaded, hazy aqua-green with a foggy undertone. It is a perfect paint color for any desired space. Pair it with darker grayed greens for accents.
R: 208 G: 219 B: 215 LRV: 70
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/morning-fog"
"WATERY BLUE","PPG1035-1","#CFDFDD","PPG1035-1
Watery Blue is a pale, gray, airy aqua with a baby blue undertone. It is a perfect paint color for a refreshing bedroom, kitchen or bath. Pair it with white trim for added joy.
R: 207 G: 223 B: 221 LRV: 72
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","ALPACA WOOL (PPG14-19)","OATMEAL (PPG1023-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/watery-blue"
"SPRING MIST","PPG1146-2","#D3E0DE","PPG1146-2
Spring Mist is a light, subdued, hazy aqua with a foggy undertone. It is a perfect paint color for a bathroom. Pair it with white trim.
Comparable to:
Bluegrass White     30GG 73/048
R: 211 G: 224 B: 222 LRV: 72
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/spring-mist"
"PISTACHIO CREAM","PPG1148-2","#D5E2E1","PPG1148-2
Pistachio Cream is a light, shaded, airy aqua with a baby blue undertone. It is a perfect paint color for a living room. Pair it with soft off-white trim and use restful peach or soft pink accents.
R: 213 G: 226 B: 225 LRV: 73
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","ALPACA WOOL (PPG14-19)","OATMEAL (PPG1023-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/pistachio-cream"
"BIG SKY","PPG1142-2","#CDE2DE","PPG1142-2
Big Sky is a light, muted, teal aqua-green with a jewel undertone. It is a perfect paint color for a bedroom or bathroom. Pair it with off-white trim for an elegant feel.
R: 205 G: 226 B: 222 LRV: 73
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/big-sky"
"MOUNTAIN DEW","PPG1147-2","#CFE2E0","PPG1147-2
Mountain Dew is a light, muted, tropical turquoise aqua with an aquamarine undertone. It is a perfect paint color for a nursery. Pair it with off-white trim and accents of coral and pink.
R: 207 G: 226 B: 224 LRV: 77
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/mountain-dew"
"WATER LILY","PPG1150-2","#CEE0E3","PPG1150-2
Water Lily is a light, muted, marine aqua-blue with a gorgeous deep-water undertone. It is a perfect paint color for a restful bedroom. Pair it with white trim and softly grayed refinished furniture for an updated look.
R: 206 G: 224 B: 227 LRV: 73
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","ALPACA WOOL (PPG14-19)","OATMEAL (PPG1023-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/blues/water-lily"
"BLUE PHLOX","PPG1235-2","#D2E6E8","PPG1235-2
Blue Phlox is a light, bright, marine aqua-blue with a gorgeous deep-water undertone. It is a perfect paint color for a nursery or bedroom. Pair it with white trim and creamy furnishings for a cloudlike feeling.
R: 210 G: 230 B: 232 LRV: 74
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","ALPACA WOOL (PPG14-19)","OATMEAL (PPG1023-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/blues/blue-phlox"
"PLATEAU","PPG1234-2","#D3E7E5","PPG1234-2
Plateau is a light, bright, tropical turquoise aqua with an aquamarine undertone. It is a perfect paint color for elegance in any interior space. Pair it with white trim.
R: 211 G: 231 B: 229 LRV: 76
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/plateau"
"SWAN LAKE","PPG1231-2","#C5E5E2","PPG1231-2
Swan Lake is a light, bright, teal aqua with a jewel undertone. It is a perfect paint color for a nursery or bedroom. Pair it with white or deep toned woods.
R: 197 G: 229 B: 226 LRV: 73
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/swan-lake"
"CASCADE","PPG1232-2","#D4EDE6","PPG1232-2
Cascade is a light, pure, teal aqua-green with a jewel undertone. It is a perfect paint color for an elegant room. Pair it with soft coral accents.
R: 212 G: 237 B: 230 LRV: 80
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/cascade"
"SEASPRAY","PPG1233-2","#D2EBEA","PPG1233-2
Seaspray is a light, pure, tropical turquoise aqua with an aquamarine undertone. It is a perfect paint color for a bedroom or nursery. Pair it with white wood and silver accents.
R: 210 G: 235 B: 234 LRV: 79
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/seaspray"
"ENCHANTED EVENING","PPG1236-2","#D3E9EC","PPG1236-2
Enchanted Evening is a light, pure, marine aqua-blue with a gorgeous deep-water undertone. It is a perfect paint color for a bedroom or bath. Pair it with white trim.
R: 211 G: 233 B: 236 LRV: 79
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","ALPACA WOOL (PPG14-19)","OATMEAL (PPG1023-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/blues/enchanted-evening"
"BREATHLESS","PPG1236-1","#DEECED","PPG1236-1
Breathless is a pale, pure, marine aqua-blue with a gorgeous deep-water undertone. It is a perfect paint color for a bedroom to inspire rest and satisfaction. Pair it with white trim and gold accents.
R: 222 G: 236 B: 237 LRV: 82
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","ALPACA WOOL (PPG14-19)","OATMEAL (PPG1023-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/blues/breathless"
"FREE SPIRIT","PPG1233-1","#DEEEED","PPG1233-1
Free Spirit is a pale, pure, tropical turquoise aqua with an aquamarine undertone. It is a perfect paint color for main walls in a living room. Pair it with deeper shades of teals.
Comparable to:
R: 222 G: 238 B: 237 LRV: 83
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/free-spirit"
"ICE BLUE","PPG1232-1","#E1EDE6","PPG1232-1
Ice Blue is a pale, pure, teal aqua-green with a jewel undertone. It is a perfect paint color for any space needing a cool and refreshing feel. Pair it with white trim.
R: 225 G: 237 B: 230 LRV: 83
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/ice-blue"
"HALLOWED HUSH","PPG1231-1","#E2EBE5","PPG1231-1
Hallowed Hush is a pale, bright, teal aqua with a jewel undertone. It is a perfect paint color for a laundry room for a sweet natural glow. Pair it with white.
Comparable to:
Tranquil Light Green     70GY 83/060
R: 226 G: 235 B: 229 LRV: 82
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/hallowed-hush"
"RAINSONG","PPG1136-2","#DEE8E3","PPG1136-2
Rainsong is a light, neutral, seafoam aqua-green with a holly undertone. It is a perfect paint color for an elegant inspired room. Pair it with off-white trim.
R: 222 G: 232 B: 227 LRV: 79
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/rainsong"
"JACK FROST","PPG1145-2","#DAE6E3","PPG1145-2
Jack Frost is a light, neutral, hazy aqua-green with a foggy undertone. It is a perfect paint color for a powder room. Pair it with white trim.
R: 218 G: 230 B: 227 LRV: 77
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/jack-frost"
"MEADOWSWEET MIST","PPG1148-1","#D4E3E2","PPG1148-1
Meadowsweet Mist is a pale, shaded, airy aqua with a baby blue undertone. It is a perfect paint color for a bedroom. Pair it with off-white trim and silver accents.
R: 212 G: 227 B: 226 LRV: 74
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","ALPACA WOOL (PPG14-19)","OATMEAL (PPG1023-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/meadowsweet-mist"
"AQUA SPARKLE","PPG1150-1","#D3E4E6","PPG1150-1
Aqua Sparkle is a pale, muted, marine aqua-blue with a gorgeous deep-water undertone. It is a perfect paint color for a spa-like bathroom. Pair it with white trim to complete the look with grace.
R: 211 G: 228 B: 230 LRV: 75
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","ALPACA WOOL (PPG14-19)","OATMEAL (PPG1023-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/blues/aqua-sparkle"
"CAMEO GREEN","PPG1147-1","#DCE6E5","PPG1147-1
Cameo Green is a pale, muted, tropical turquoise aqua with an aquamarine undertone. It is a perfect paint color for a laundry or craft room. Pair it with off-white trim.
R: 220 G: 230 B: 229 LRV: 81
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/aquas/cameo-green"
"PEACEFUL NIGHT","PPG1142-1","#D6E7E3","PPG1142-1
Peaceful Night is a pale, muted, teal aqua-green with a jewel undertone. It is a perfect paint color for a bathroom. Pair it with off-white trim.
R: 214 G: 231 B: 227 LRV: 78
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/greens/peaceful-night"
